#virProtID	proteinName
2546	NTPase (gene: POL)
2547	protein p22 (gene: POL)
2548	RNA-directed RNA polymerase (gene: POL)
2549	protein p48 (gene: POL)
2550	capsid protein VP1 (gene: VP1)
2551	capsid protein VP2 (gene: VP2)
2552	NTPase (gene: POL)
2553	viral genome-linked protein (gene: POL)
2554	RNA-directed RNA polymerase (gene: POL)
2555	3C-like protease (gene: POL)
2556	protein p22 (gene: POL)
2557	capsid protein VP1 (gene: VP1)
2558	viral genome-linked protein (gene: POL)
2559	NTPase (gene: POL)
2560	protein p48 (gene: POL)
2561	3C-like protease (gene: POL)
2562	capsid protein VP2 (gene: VP2)
2563	protein p22 (gene: POL)
2564	RNA-directed RNA polymerase (gene: POL)
2565	3C-like protease (gene: POL)
2566	capsid protein VP1 (gene: VP1)
2567	viral genome-linked protein (gene: POL)
2568	capsid protein VP2 (gene: VP2)
2569	RNA-directed RNA polymerase (gene: POL)
2570	NTPase (gene: POL)
2571	protein p48 (gene: POL)
2572	protein p22 (gene: POL)
2573	RNA-directed RNA polymerase (gene: POL)
2574	capsid protein VP1 (gene: VP1)
2575	protein p22 (gene: POL)
2576	viral genome-linked protein (gene: POL)
2577	NTPase (gene: POL)
2578	protein p48 (gene: POL)
2579	3C-like protease (gene: POL)
2580	capsid protein VP2 (gene: VP2)
2581	viral genome-linked protein (gene: POL)
2582	capsid protein VP2 (gene: VP2)
2583	capsid protein VP1 (gene: VP1)
2584	NTPase (gene: POL)
2585	protein p22 (gene: POL)
2586	RNA-directed RNA polymerase (gene: POL)
2587	3C-like protease (gene: POL)
2588	protein p48 (gene: POL)
2589	3C-like protease (gene: POL)
2590	capsid protein VP2 (gene: VP2)
2591	viral genome-linked protein (gene: POL)
2592	protein p22 (gene: POL)
2593	RNA-directed RNA polymerase (gene: POL)
2594	capsid protein VP1 (gene: VP1)
2595	protein p48 (gene: POL)
2596	NTPase (gene: POL)
2597	protein p22 (gene: POL)
2598	protein p48 (gene: POL)
2599	3C-like protease (gene: POL)
2600	RNA-directed RNA polymerase (gene: POL)
2601	NTPase (gene: POL)
2602	capsid protein VP2 (gene: VP2)
2603	capsid protein VP1 (gene: VP1)
2604	viral genome-linked protein (gene: POL)
2605	protein p48 (gene: POL)
2606	RNA-directed RNA polymerase (gene: POL)
2607	viral genome-linked protein (gene: POL)
2608	capsid protein VP2 (gene: VP2)
2609	3C-like protease (gene: POL)
2610	capsid protein VP1 (gene: VP1)
2611	NTPase (gene: POL)
2612	protein p22 (gene: POL)
2613	viral genome-linked protein (gene: POL)
2614	protein p48 (gene: POL)
2615	protein p22 (gene: POL)
2616	NTPase (gene: POL)
2617	capsid protein VP2 (gene: VP2)
2618	3C-like protease (gene: POL)
2619	RNA-directed RNA polymerase (gene: POL)
2620	capsid protein VP1 (gene: VP1)
2621	viral genome-linked protein (gene: POL)
2622	protein p48 (gene: POL)
2623	capsid protein VP1 (gene: VP1)
2624	NTPase (gene: POL)
2625	capsid protein VP2 (gene: VP2)
2626	3C-like protease (gene: POL)
2627	RNA-directed RNA polymerase (gene: POL)
2628	protein p22 (gene: POL)
2629	viral genome-linked protein (gene: POL)
2630	capsid protein VP2 (gene: VP2)
2631	protein p48 (gene: POL)
2632	3C-like protease (gene: POL)
2633	RNA-directed RNA polymerase (gene: POL)
2634	protein p22 (gene: POL)
2635	capsid protein VP1 (gene: VP1)
2636	NTPase (gene: POL)
2637	capsid protein VP1 (gene: VP1)
2638	3C-like protease (gene: POL)
2639	NTPase (gene: POL)
2640	capsid protein VP2 (gene: VP2)
2641	protein p22 (gene: POL)
2642	RNA-directed RNA polymerase (gene: POL)
2643	protein p48 (gene: POL)
2644	viral genome-linked protein (gene: POL)
2645	RNA-directed RNA polymerase (gene: POL)
2646	3C-like protease (gene: POL)
2647	protein p48 (gene: POL)
2648	capsid protein VP2 (gene: VP2)
2649	capsid protein VP1 (gene: VP1)
2650	NTPase (gene: POL)
2651	protein p22 (gene: POL)
2652	viral genome-linked protein (gene: POL)
2653	NTPase (gene: POL)
2654	capsid protein VP2 (gene: VP2)
2655	RNA-directed RNA polymerase (gene: POL)
2656	protein p22 (gene: POL)
2657	protein p48 (gene: POL)
2658	viral genome-linked protein (gene: POL)
2659	3C-like protease (gene: POL)
2660	capsid protein VP1 (gene: VP1)
2661	capsid protein VP1 (gene: VP1)
2662	3C-like protease (gene: POL)
2663	NTPase (gene: POL)
2664	viral genome-linked protein (gene: POL)
2665	protein p22 (gene: POL)
2666	protein p48 (gene: POL)
2667	capsid protein VP2 (gene: VP2)
2668	RNA-directed RNA polymerase (gene: POL)
2669	protein p22 (gene: POL)
2670	3C-like protease (gene: POL)
2671	capsid protein VP2 (gene: VP2)
2672	viral genome-linked protein (gene: POL)
2673	protein p48 (gene: POL)
2674	capsid protein VP1 (gene: VP1)
2675	RNA-directed RNA polymerase (gene: POL)
2676	NTPase (gene: POL)
2677	RNA-directed RNA polymerase (gene: POL)
2678	capsid protein VP2 (gene: VP2)
2679	protein p48 (gene: POL)
2680	capsid protein VP1 (gene: VP1)
2681	protein p22 (gene: POL)
2682	3C-like protease (gene: POL)
2683	NTPase (gene: POL)
2684	viral genome-linked protein (gene: POL)
2685	NTPase (gene: POL)
2686	viral genome-linked protein (gene: POL)
2687	protein p22 (gene: POL)
2688	RNA-directed RNA polymerase (gene: POL)
2689	protein p48 (gene: POL)
2690	capsid protein VP1 (gene: VP1)
2691	capsid protein VP2 (gene: VP2)
2692	3C-like protease (gene: POL)
2693	RNA-directed RNA polymerase (gene: POL)
2694	viral genome-linked protein (gene: POL)
2695	capsid protein VP2 (gene: VP2)
2696	capsid protein VP1 (gene: VP1)
2697	3C-like protease (gene: POL)
2698	protein p48 (gene: POL)
2699	NTPase (gene: POL)
2700	protein p22 (gene: POL)
2701	capsid protein VP2 (gene: VP2)
2702	RNA-directed RNA polymerase (gene: POL)
2703	NTPase (gene: POL)
2704	protein p48 (gene: POL)
2705	protein p22 (gene: POL)
2706	3C-like protease (gene: POL)
2707	capsid protein VP1 (gene: VP1)
2708	viral genome-linked protein (gene: POL)
2709	protein p22 (gene: POL)
2710	NTPase (gene: POL)
2711	capsid protein VP2 (gene: VP2)
2712	3C-like protease (gene: POL)
2713	RNA-directed RNA polymerase (gene: POL)
2714	protein p48 (gene: POL)
2715	capsid protein VP1 (gene: VP1)
2716	viral genome-linked protein (gene: POL)
2717	protein p48 (gene: POL)
2718	RNA-directed RNA polymerase (gene: POL)
2719	viral genome-linked protein (gene: POL)
2720	protein p22 (gene: POL)
2721	NTPase (gene: POL)
2722	3C-like protease (gene: POL)
2723	capsid protein VP2 (gene: VP2)
2724	capsid protein VP1 (gene: VP1)
2725	RNA-directed RNA polymerase (gene: POL)
2726	capsid protein VP1 (gene: VP1)
2727	viral genome-linked protein (gene: POL)
2728	3C-like protease (gene: POL)
2729	capsid protein VP2 (gene: VP2)
2730	protein p48 (gene: POL)
2731	NTPase (gene: POL)
2732	protein p22 (gene: POL)
2733	capsid protein VP2 (gene: VP2)
2734	protein p48 (gene: POL)
2735	capsid protein VP1 (gene: VP1)
2736	3C-like protease (gene: POL)
2737	RNA-directed RNA polymerase (gene: POL)
2738	viral genome-linked protein (gene: POL)
2739	NTPase (gene: POL)
2740	protein p22 (gene: POL)
2741	protein p22 (gene: POL)
2742	capsid protein VP2 (gene: VP2)
2743	3C-like protease (gene: POL)
2744	viral genome-linked protein (gene: POL)
2745	RNA-directed RNA polymerase (gene: POL)
2746	protein p48 (gene: POL)
2747	NTPase (gene: POL)
2748	capsid protein VP1 (gene: VP1)
2749	protein p22 (gene: POL)
2750	protein p48 (gene: POL)
2751	NTPase (gene: POL)
2752	capsid protein VP2 (gene: VP2)
2753	capsid protein VP1 (gene: VP1)
2754	RNA-directed RNA polymerase (gene: POL)
2755	viral genome-linked protein (gene: POL)
2756	3C-like protease (gene: POL)
2757	NTPase (gene: POL)
2758	viral genome-linked protein (gene: POL)
2759	RNA-directed RNA polymerase (gene: POL)
2760	3C-like protease (gene: POL)
2761	protein p22 (gene: POL)
2762	protein p48 (gene: POL)
2763	capsid protein VP1 (gene: VP1)
2764	capsid protein VP2 (gene: VP2)
2765	capsid protein VP2 (gene: VP2)
2766	protein p48 (gene: POL)
2767	NTPase (gene: POL)
2768	3C-like protease (gene: POL)
2769	capsid protein VP1 (gene: VP1)
2770	viral genome-linked protein (gene: POL)
2771	protein p22 (gene: POL)
2772	RNA-directed RNA polymerase (gene: POL)
2773	protein p48 (gene: POL)
2774	viral genome-linked protein (gene: POL)
2775	capsid protein VP2 (gene: VP2)
2776	RNA-directed RNA polymerase (gene: POL)
2777	NTPase (gene: POL)
2778	3C-like protease (gene: POL)
2779	protein p22 (gene: POL)
2780	capsid protein VP1 (gene: VP1)
2781	RNA-directed RNA polymerase (gene: POL)
2782	NTPase (gene: POL)
2783	protein p48 (gene: POL)
2784	protein p22 (gene: POL)
2785	viral genome-linked protein (gene: POL)
2786	3C-like protease (gene: POL)
2787	capsid protein VP2 (gene: VP2)
2788	capsid protein VP1 (gene: VP1)
2789	RNA-directed RNA polymerase (gene: POL)
2790	protein p22 (gene: POL)
2791	NTPase (gene: POL)
2792	protein p48 (gene: POL)
2793	capsid protein VP2 (gene: VP2)
2794	3C-like protease (gene: POL)
2795	capsid protein VP1 (gene: VP1)
2796	viral genome-linked protein (gene: POL)
2797	viral genome-linked protein (gene: POL)
2798	RNA-directed RNA polymerase (gene: POL)
2799	capsid protein VP1 (gene: VP1)
2800	capsid protein VP2 (gene: VP2)
2801	3C-like protease (gene: POL)
2802	protein p22 (gene: POL)
2803	NTPase (gene: POL)
2804	protein p48 (gene: POL)
2805	RNA-directed RNA polymerase (gene: POL)
2806	capsid protein VP2 (gene: VP2)
2807	capsid protein VP1 (gene: VP1)
2808	viral genome-linked protein (gene: POL)
2809	3C-like protease (gene: POL)
2810	protein p22 (gene: POL)
2811	NTPase (gene: POL)
2812	protein p48 (gene: POL)
2813	viral genome-linked protein (gene: POL)
2814	protein p22 (gene: POL)
2815	3C-like protease (gene: POL)
2816	capsid protein VP2 (gene: VP2)
2817	NTPase (gene: POL)
2818	capsid protein VP1 (gene: VP1)
2819	protein p48 (gene: POL)
2820	RNA-directed RNA polymerase (gene: POL)
2821	NTPase (gene: POL)
2822	protein p48 (gene: POL)
2823	capsid protein VP1 (gene: VP1)
2824	viral genome-linked protein (gene: POL)
2825	capsid protein VP2 (gene: VP2)
2826	RNA-directed RNA polymerase (gene: POL)
2827	3C-like protease (gene: POL)
2828	protein p22 (gene: POL)
2829	capsid protein VP2 (gene: VP2)
2830	3C-like protease (gene: POL)
2831	capsid protein VP1 (gene: VP1)
2832	protein p48 (gene: POL)
2833	RNA-directed RNA polymerase (gene: POL)
2834	NTPase (gene: POL)
2835	viral genome-linked protein (gene: POL)
2836	protein p22 (gene: POL)
2837	viral genome-linked protein (gene: POL)
2838	protein p22 (gene: POL)
2839	capsid protein VP1 (gene: VP1)
2840	NTPase (gene: POL)
2841	RNA-directed RNA polymerase (gene: POL)
2842	protein p48 (gene: POL)
2843	capsid protein VP2 (gene: VP2)
2844	3C-like protease (gene: POL)
2845	capsid protein VP2 (gene: VP2)
2846	RNA-directed RNA polymerase (gene: POL)
2847	protein p22 (gene: POL)
2848	protein p48 (gene: POL)
2849	3C-like protease (gene: POL)
2850	viral genome-linked protein (gene: POL)
2851	capsid protein VP1 (gene: VP1)
2852	NTPase (gene: POL)
2853	protein p22 (gene: POL)
2854	NTPase (gene: POL)
2855	protein p48 (gene: POL)
2856	capsid protein VP1 (gene: VP1)
2857	viral genome-linked protein (gene: POL)
2858	capsid protein VP2 (gene: VP2)
2859	RNA-directed RNA polymerase (gene: POL)
2860	3C-like protease (gene: POL)
2861	protein p48 (gene: POL)
2862	capsid protein VP2 (gene: VP2)
2863	RNA-directed RNA polymerase (gene: POL)
2864	protein p22 (gene: POL)
2865	3C-like protease (gene: POL)
2866	capsid protein VP1 (gene: VP1)
2867	NTPase (gene: POL)
2868	viral genome-linked protein (gene: POL)
2869	capsid protein VP1 (gene: VP1)
2870	protein p48 (gene: POL)
2871	viral genome-linked protein (gene: POL)
2872	RNA-directed RNA polymerase (gene: POL)
2873	capsid protein VP2 (gene: VP2)
2874	protein p22 (gene: POL)
2875	3C-like protease (gene: POL)
2876	NTPase (gene: POL)
2877	RNA-directed RNA polymerase (gene: POL)
2878	3C-like protease (gene: POL)
2879	NTPase (gene: POL)
2880	capsid protein VP2 (gene: VP2)
2881	protein p22 (gene: POL)
2882	viral genome-linked protein (gene: POL)
2883	protein p48 (gene: POL)
2884	capsid protein VP1 (gene: VP1)
2885	viral genome-linked protein (gene: POL)
2886	NTPase (gene: POL)
2887	RNA-directed RNA polymerase (gene: POL)
2888	protein p48 (gene: POL)
2889	capsid protein VP1 (gene: VP1)
2890	protein p22 (gene: POL)
2891	capsid protein VP2 (gene: VP2)
2892	3C-like protease (gene: POL)
2893	RNA-directed RNA polymerase (gene: POL)
2894	protein p48 (gene: POL)
2895	NTPase (gene: POL)
2896	capsid protein VP1 (gene: VP1)
2897	protein p22 (gene: POL)
2898	capsid protein VP2 (gene: VP2)
2899	3C-like protease (gene: POL)
2900	viral genome-linked protein (gene: POL)
2901	3C-like protease (gene: POL)
2902	viral genome-linked protein (gene: POL)
2903	capsid protein VP1 (gene: VP1)
2904	protein p48 (gene: POL)
2905	RNA-directed RNA polymerase (gene: POL)
2906	protein p22 (gene: POL)
2907	NTPase (gene: POL)
2908	capsid protein VP2 (gene: VP2)
2909	capsid protein VP1 (gene: VP1)
2910	NTPase (gene: POL)
2911	3C-like protease (gene: POL)
2912	protein p48 (gene: POL)
2913	protein p22 (gene: POL)
2914	viral genome-linked protein (gene: POL)
2915	capsid protein VP2 (gene: VP2)
2916	RNA-directed RNA polymerase (gene: POL)
2917	NTPase (gene: POL)
2918	protein p22 (gene: POL)
2919	protein p48 (gene: POL)
2920	capsid protein VP1 (gene: VP1)
2921	capsid protein VP2 (gene: VP2)
2922	3C-like protease (gene: POL)
2923	viral genome-linked protein (gene: POL)
2924	RNA-directed RNA polymerase (gene: POL)
2925	NTPase (gene: POL)
2926	viral genome-linked protein (gene: POL)
2927	protein p48 (gene: POL)
2928	3C-like protease (gene: POL)
2929	RNA-directed RNA polymerase (gene: POL)
2930	capsid protein VP2 (gene: VP2)
2931	capsid protein VP1 (gene: VP1)
2932	protein p22 (gene: POL)
2933	capsid protein VP1 (gene: VP1)
2934	NTPase (gene: POL)
2935	viral genome-linked protein (gene: POL)
2936	3C-like protease (gene: POL)
2937	RNA-directed RNA polymerase (gene: POL)
2938	capsid protein VP2 (gene: VP2)
2939	protein p48 (gene: POL)
2940	protein p22 (gene: POL)
2941	capsid protein VP1 (gene: VP1)
2942	capsid protein VP2 (gene: VP2)
2943	RNA-directed RNA polymerase (gene: POL)
2944	viral genome-linked protein (gene: POL)
2945	NTPase (gene: POL)
2946	protein p22 (gene: POL)
2947	3C-like protease (gene: POL)
2948	protein p48 (gene: POL)
2949	RNA-directed RNA polymerase (gene: POL)
2950	protein p22 (gene: POL)
2951	protein p48 (gene: POL)
2952	3C-like protease (gene: POL)
2953	capsid protein VP2 (gene: VP2)
2954	NTPase (gene: POL)
2955	capsid protein VP1 (gene: VP1)
2956	viral genome-linked protein (gene: POL)
2957	capsid protein VP1 (gene: VP1)
2958	3C-like protease (gene: POL)
2959	viral genome-linked protein (gene: POL)
2960	protein p48 (gene: POL)
2961	RNA-directed RNA polymerase (gene: POL)
2962	protein p22 (gene: POL)
2963	NTPase (gene: POL)
2964	capsid protein VP2 (gene: VP2)
2965	capsid protein VP2 (gene: VP2)
2966	protein p48 (gene: POL)
2967	viral genome-linked protein (gene: POL)
2968	3C-like protease (gene: POL)
2969	protein p22 (gene: POL)
2970	capsid protein VP1 (gene: VP1)
2971	RNA-directed RNA polymerase (gene: POL)
2972	NTPase (gene: POL)
2973	3C-like protease (gene: POL)
2974	protein p22 (gene: POL)
2975	capsid protein VP1 (gene: VP1)
2976	NTPase (gene: POL)
2977	RNA-directed RNA polymerase (gene: POL)
2978	protein p48 (gene: POL)
2979	capsid protein VP2 (gene: VP2)
2980	viral genome-linked protein (gene: POL)
2981	3C-like protease (gene: POL)
2982	NTPase (gene: POL)
2983	capsid protein VP1 (gene: VP1)
2984	protein p22 (gene: POL)
2985	viral genome-linked protein (gene: POL)
2986	capsid protein VP2 (gene: VP2)
2987	RNA-directed RNA polymerase (gene: POL)
2988	protein p48 (gene: POL)
2989	RNA-directed RNA polymerase (gene: POL)
2990	NTPase (gene: POL)
2991	capsid protein VP1 (gene: VP1)
2992	3C-like protease (gene: POL)
2993	protein p22 (gene: POL)
2994	viral genome-linked protein (gene: POL)
2995	capsid protein VP2 (gene: VP2)
2996	protein p48 (gene: POL)
2997	protein p48 (gene: POL)
2998	RNA-directed RNA polymerase (gene: POL)
2999	capsid protein VP1 (gene: VP1)
3000	capsid protein VP2 (gene: VP2)
3001	viral genome-linked protein (gene: POL)
3002	protein p22 (gene: POL)
3003	NTPase (gene: POL)
3004	3C-like protease (gene: POL)
3005	viral genome-linked protein (gene: POL)
3006	protein p48 (gene: POL)
3007	capsid protein VP1 (gene: VP1)
3008	protein p22 (gene: POL)
3009	capsid protein VP2 (gene: VP2)
3010	3C-like protease (gene: POL)
3011	NTPase (gene: POL)
3012	RNA-directed RNA polymerase (gene: POL)
3013	protein p22 (gene: POL)
3014	3C-like protease (gene: POL)
3015	NTPase (gene: POL)
3016	protein p48 (gene: POL)
3017	capsid protein VP2 (gene: VP2)
3018	viral genome-linked protein (gene: POL)
3019	capsid protein VP1 (gene: VP1)
3020	RNA-directed RNA polymerase (gene: POL)
3021	3C-like protease (gene: POL)
3022	NTPase (gene: POL)
3023	capsid protein VP1 (gene: VP1)
3024	protein p48 (gene: POL)
3025	RNA-directed RNA polymerase (gene: POL)
3026	capsid protein VP2 (gene: VP2)
3027	protein p22 (gene: POL)
3028	viral genome-linked protein (gene: POL)
3029	3C-like protease (gene: POL)
3030	viral genome-linked protein (gene: POL)
3031	protein p48 (gene: POL)
3032	capsid protein VP1 (gene: VP1)
3033	protein p22 (gene: POL)
3034	capsid protein VP2 (gene: VP2)
3035	NTPase (gene: POL)
3036	RNA-directed RNA polymerase (gene: POL)
3037	3C-like protease (gene: POL)
3038	viral genome-linked protein (gene: POL)
3039	capsid protein VP1 (gene: VP1)
3040	protein p22 (gene: POL)
3041	protein p48 (gene: POL)
3042	capsid protein VP2 (gene: VP2)
3043	NTPase (gene: POL)
3044	RNA-directed RNA polymerase (gene: POL)
3045	RNA-directed RNA polymerase (gene: POL)
3046	protein p22 (gene: POL)
3047	capsid protein VP1 (gene: VP1)
3048	protein p48 (gene: POL)
3049	NTPase (gene: POL)
3050	capsid protein VP2 (gene: VP2)
3051	3C-like protease (gene: POL)
3052	viral genome-linked protein (gene: POL)
3053	capsid protein VP2 (gene: VP2)
3054	3C-like protease (gene: POL)
3055	protein p22 (gene: POL)
3056	RNA-directed RNA polymerase (gene: POL)
3057	protein p48 (gene: POL)
3058	NTPase (gene: POL)
3059	viral genome-linked protein (gene: POL)
3060	capsid protein VP1 (gene: VP1)
3061	NTPase (gene: POL)
3062	RNA-directed RNA polymerase (gene: POL)
3063	protein p48 (gene: POL)
3064	protein p22 (gene: POL)
3065	capsid protein VP2 (gene: VP2)
3066	viral genome-linked protein (gene: POL)
3067	3C-like protease (gene: POL)
3068	capsid protein VP1 (gene: VP1)
3069	protein p48 (gene: POL)
3070	3C-like protease (gene: POL)
3071	protein p22 (gene: POL)
3072	capsid protein VP1 (gene: VP1)
3073	RNA-directed RNA polymerase (gene: POL)
3074	capsid protein VP2 (gene: VP2)
3075	NTPase (gene: POL)
3076	viral genome-linked protein (gene: POL)
3077	protein p48 (gene: POL)
3078	capsid protein VP1 (gene: VP1)
3079	RNA-directed RNA polymerase (gene: POL)
3080	viral genome-linked protein (gene: POL)
3081	3C-like protease (gene: POL)
3082	protein p22 (gene: POL)
3083	capsid protein VP2 (gene: VP2)
3084	NTPase (gene: POL)
3085	protein p48 (gene: POL)
3086	capsid protein VP2 (gene: VP2)
3087	RNA-directed RNA polymerase (gene: POL)
3088	viral genome-linked protein (gene: POL)
3089	protein p22 (gene: POL)
3090	NTPase (gene: POL)
3091	capsid protein VP1 (gene: VP1)
3092	3C-like protease (gene: POL)
3093	protein p48 (gene: POL)
3094	RNA-directed RNA polymerase (gene: POL)
3095	capsid protein VP1 (gene: VP1)
3096	viral genome-linked protein (gene: POL)
3097	capsid protein VP2 (gene: VP2)
3098	NTPase (gene: POL)
3099	3C-like protease (gene: POL)
3100	protein p22 (gene: POL)
3101	3C-like protease (gene: POL)
3102	NTPase (gene: POL)
3103	RNA-directed RNA polymerase (gene: POL)
3104	capsid protein VP2 (gene: VP2)
3105	viral genome-linked protein (gene: POL)
3106	protein p22 (gene: POL)
3107	capsid protein VP1 (gene: VP1)
3108	protein p48 (gene: POL)
3109	NTPase (gene: POL)
3110	capsid protein VP1 (gene: VP1)
3111	RNA-directed RNA polymerase (gene: POL)
3112	protein p22 (gene: POL)
3113	viral genome-linked protein (gene: POL)
3114	protein p48 (gene: POL)
3115	3C-like protease (gene: POL)
3116	capsid protein VP2 (gene: VP2)
3117	protein p48 (gene: POL)
3118	viral genome-linked protein (gene: POL)
3119	3C-like protease (gene: POL)
3120	protein p22 (gene: POL)
3121	capsid protein VP2 (gene: VP2)
3122	capsid protein VP1 (gene: VP1)
3123	NTPase (gene: POL)
3124	RNA-directed RNA polymerase (gene: POL)
3125	protein p22 (gene: POL)
3126	capsid protein VP1 (gene: VP1)
3127	NTPase (gene: POL)
3128	capsid protein VP2 (gene: VP2)
3129	3C-like protease (gene: POL)
3130	protein p48 (gene: POL)
3131	RNA-directed RNA polymerase (gene: POL)
3132	viral genome-linked protein (gene: POL)
3133	putative L1 protein (gene: L1)
3134	putative E1 protein (gene: E1)
3135	putative E6 protein (gene: E6)
3136	putative E7 protein (gene: E7)
3137	alternative L1 protein (gene: L1a)
3138	putative E4 protein (gene: E1-E4)
3139	putative L2 protein (gene: L2)
3140	putative E2 protein (gene: E2)
3141	E7 (gene: E7)
3142	E5 (gene: E5)
3143	L1 (gene: L1)
3144	E1 (gene: E1)
3145	L2 (gene: L2)
3146	E6 (gene: E6)
3147	E4 (gene: E4)
3148	E2 (gene: E2)
3149	E7 protein (gene: E7)
3150	E1 protein (gene: E1)
3151	E5 protein (gene: E5)
3152	L1 protein (gene: L1)
3153	E4 protein (gene: E4)
3154	E2 protein (gene: E2)
3155	L2 protein (gene: L2)
3156	E6 protein (gene: E6)
3157	E7 (gene: E7)
3158	E5 (gene: E5)
3159	E4 (gene: E4)
3160	L2 (gene: L2)
3161	E2 (gene: E2)
3162	L1 (gene: L1)
3163	E1 (gene: E1)
3164	E6 (gene: E6)
3165	minor capsid protein (gene: L2)
3166	replication protein (gene: E1)
3167	transforming protein (gene: E6)
3168	major capsid protein (gene: L1)
3169	regulatory protein (gene: E2)
3170	E5 (gene: E5)
3171	transforming protein (gene: E7)
3172	E4 (gene: E4)
3173	ORF putative L1
3174	ORF putative L2
3175	ORF putative E2
3176	ORF putative E4
3177	ORF putative E6
3178	ORF putative E7
3179	ORF putative E1
3180	ORF putative E5
3181	E2
3182	E5
3183	E1
3184	E7
3185	E4
3186	E6
3187	L1
3188	L2
3189	E1 (gene: E1)
3190	E5 (gene: E5)
3191	L2 (gene: L2)
3192	E2 (gene: E2)
3193	E6 (gene: E6)
3194	E7 (gene: E7)
3195	E4 (gene: E4)
3196	L1 (gene: L1)
3197	E2 protein
3198	E6 protein
3199	L2 protein
3200	E5 protein
3201	E4 protein
3202	E7 protein
3203	L1 protein
3204	E1 protein
3205	E6 protein (gene: E6)
3206	E1 protein (gene: E1)
3207	E4 protein (gene: E4)
3208	E2 protein (gene: E2)
3209	E5 protein (gene: E5)
3210	L1 protein (gene: L1)
3211	L2 protein (gene: L2)
3212	E7 protein (gene: E7)
3213	E4
3214	E6
3215	E2
3216	L2
3217	L1
3218	E1
3219	E7
3220	E5
3221	E5
3222	E6
3223	L2
3224	E2
3225	E1
3226	L1
3227	E4
3228	E7
3229	E7 protein (gene: E7)
3230	L2 protein (gene: L2)
3231	L1a protein (gene: L1)
3232	E6 protein (gene: E6)
3233	E1 protein (gene: E1)
3234	E2 protein (gene: E2)
3235	L1 protein (gene: L1)
3236	E4 protein (gene: E4)
3237	L1 protein
3238	E5 protein
3239	E1 protein
3240	E6 protein
3241	L2 protein
3242	E7 protein
3243	E4 protein
3244	E2 protein
3245	matrix potein
3246	large protein
3247	D protein
3248	nucleocapsid protein
3249	C protein
3250	phosphoprotein
3251	fusion protein
3252	hemagglutinin-neuraminidase
3253	hemagglutinin-neuraminidase protein (gene: HN)
3254	phosphoprotein (gene: V/P)
3255	L protein (gene: L)
3256	V protein (gene: V/P)
3257	fusion protein (gene: F)
3258	membrane protein (gene: M)
3259	nucleocapsid protein (gene: NP)
3260	small hydrophobic protein (gene: SH)
3261	protein B
3262	protein F
3263	protein D
3264	protein A
3265	protein E
3266	protein G
3267	protein H
3268	protein C
3269	protein C
3270	protein H
3271	protein G
3272	protein B
3273	protein F
3274	protein D
3275	protein E
3276	protein A
3277	Rep 78 protein
3278	Rep 68 protein
3279	Rep 52 protein
3280	major coat protein VP1
3281	X protein (gene: X gene)
3282	major coat protein VP3
3283	major coat protein VP2
3284	Rep 40 protein
3285	assembly activating protein AAP
3286	spike glycoprotein (gene: GP)
3287	RNA-dependent RNA polymerase (gene: L)
3288	second secreted glycoprotein (gene: GP)
3289	matrix protein (gene: VP40)
3290	nucleoprotein (gene: NP)
3291	polymerase complex protein (gene: VP35)
3292	small secreted glycoprotein (gene: GP)
3293	membrane-associated protein (gene: VP24)
3294	minor nucleoprotein (gene: VP30)
3295	nucleoprotein (gene: NP)
3296	sGP (gene: GP)
3297	VP35 (gene: VP35)
3298	polymerase (gene: L)
3299	ssGP (gene: GP)
3300	virion spike glycoprotein precursor (gene: GP)
3301	polymerase complex protein (gene: VP30)
3302	VP24 (gene: VP24)
3303	matrix protein (gene: VP40)
3304	spike glycoprotein (gene: GP)
3305	membrane-associated protein (gene: VP24)
3306	minor nucleoprotein (gene: VP30)
3307	matrix protein (gene: VP40)
3308	small secreted glycoprotein (gene: GP)
3309	nucleoprotein (gene: NP)
3310	RNA-dependent RNA polymerase (gene: L)
3311	polymerase complex protein (gene: VP35)
3312	second secreted glycoprotein (gene: GP)
3313	second secreted glycoprotein (gene: GP)
3314	minor nucleoprotein (gene: VP30)
3315	polymerase complex protein (gene: VP35)
3316	nucleoprotein (gene: NP)
3317	RNA-dependent RNA polymerase (gene: L)
3318	small secreted glycoprotein (gene: GP)
3319	membrane-associated protein (gene: VP24)
3320	spike glycoprotein (gene: GP)
3321	matrix protein (gene: VP40)
3322	spike glycoprotein (gene: GP)
3323	membrane-associated protein (gene: VP24)
3324	minor nucleoprotein (gene: VP30)
3325	nucleoprotein (gene: NP)
3326	second secreted glycoprotein (gene: GP)
3327	polymerase complex protein (gene: VP35)
3328	small secreted glycoprotein (gene: GP)
3329	matrix protein (gene: VP40)
3330	RNA-dependent RNA polymerase (gene: L)
3331	RNA-dependent RNA polymerase (gene: L)
3332	minor nucleoprotein (gene: VP30)
3333	spike glycoprotein (gene: GP)
3334	second secreted glycoprotein (gene: GP)
3335	polymerase complex protein (gene: VP35)
3336	membrane-associated protein (gene: VP24)
3337	small secreted glycoprotein (gene: GP)
3338	nucleoprotein (gene: NP)
3339	matrix protein (gene: VP40)
3340	X protein (gene: X)
3341	envelope protein (gene: preS1/preS2/S)
3342	HBeAg (gene: PreC/C)
3343	HBeAg (gene: PreC/C)
3344	envelope protein (gene: preS1/preS2/S)
